Class,Make,Model,Expire_Date,Rental_Rate,Rw_Delay,Overtime,Class_Desc,Make_Desc,Model_Desc
HCECL,KOBL,'4712,3/31/2026,139.41,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Kobelco,'K 912A
HCECL,KOBL,'4715,3/31/2026,164.94,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Kobelco,'K 914
HCECL,KOBL,'4717,3/31/2026,185.37,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Kobelco,'K 916
HCECL,KOBL,'4720,3/31/2026,142.41,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Kobelco,'SK270LC MARK IV
HCECL,KOBL,'4725,3/31/2026,251.04,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Kobelco,'SK400LC MARK IV
HCECL,KOEH,'4752,3/31/2026,146.38,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Koehring,'366 post 1980
HCECL,KOEH,'4990,3/31/2026,168.65,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Koehring,'466E
HCECL,KOEH,'5160,3/31/2026,180.43,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Koehring,'566
HCECL,KOEH,'5225,3/31/2026,228.79,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Koehring,"'666, 666E"
HCECL,KOEH,'5235,3/31/2026,264.56,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Koehring,"'866, 866E"
HCECL,KOEH,'6000,3/31/2026,54.19,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Koehring,'6611
HCECL,KOEH,'6005,3/31/2026,66.44,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Koehring,'6614
HCECL,KOEH,'6010,3/31/2026,64.59,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Koehring,'6612
HCECL,KOEH,'6015,3/31/2026,92.5,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Koehring,'6620
HCECL,KOEH,'6020,3/31/2026,112.3,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Koehring,'6625
HCECL,KOEH,'6029,3/31/2026,161.1,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Koehring,'6633
HCECL,KOEH,'6040,3/31/2026,212.39,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Koehring,'6644
HCECL,KOMA,'9485,3/31/2026,68.08,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Komatsu,'PC 120-5
HCECL,KOMA,'9486,3/31/2026,102.92,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Komatsu,'PC 138US LC-10
HCECL,KOMA,'9490,3/31/2026,62.27,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Komatsu,'PC 150-1
HCECL,KOMA,'9495,3/31/2026,75.97,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Komatsu,'PC 150-3
HCECL,KOMA,'9500,3/31/2026,77.67,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Komatsu,'PC 200 LC-2
HCECL,KOMA,'9504,3/31/2026,99.57,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Komatsu,'PC 200-5
HCECL,KOMA,'9505,3/31/2026,92.58,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Komatsu,'PC 200 LC-3
HCECL,KOMA,'9506,3/31/2026,100.42,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Komatsu,'PC 200 LC-5
HCECL,KOMA,'9510,3/31/2026,100.27,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Komatsu,'PC 220 LC-2
HCECL,KOMA,'9515,3/31/2026,115.02,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Komatsu,'PC 220 LC-3
HCECL,KOMA,'9516,3/31/2026,123.91,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Komatsu,'PC 220 LC-5
HCECL,KOMA,'9516F,3/31/2026,132.69,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Komatsu,'PC 220 LC-6
HCECL,KOMA,'9516G,3/31/2026,142.8,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Komatsu,'PC 220 LC-7
HCECL,KOMA,'9517,3/31/2026,130.13,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Komatsu,'PC 280 LC-3
HCECL,KOMA,'9520,3/31/2026,130,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Komatsu,"'PC 300 LC-1, LC-2"
HCECL,KOMA,'9525,3/31/2026,152.77,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Komatsu,'PC 300 LC-3
HCECL,KOMA,'9526,3/31/2026,171.48,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Komatsu,'PC 300 LC-5
HCECL,KOMA,'9526A,3/31/2026,187.08,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Komatsu,'PC 300 LC-6
HCECL,KOMA,'9526B,3/31/2026,209.42,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Komatsu,'PC 300 LC-7
HCECL,KOMA,'9527,3/31/2026,172.72,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Komatsu,'PC 360 LC-3
HCECL,KOMA,'9530,3/31/2026,174.95,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Komatsu,'PC 400 LC-1
HCECL,KOMA,'9535,3/31/2026,204.32,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Komatsu,'PC 400 LC-3
HCECL,KOMA,'9536,3/31/2026,226.11,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Komatsu,'PC 400 LC-5
HCECL,KOMA,'9537,3/31/2026,254.12,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Komatsu,'PC 400 LC-6
HCECL,KOMA,'9539,3/31/2026,348.22,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Komatsu,'PC 600 LC-6
HCECL,KOMA,'9540,3/31/2026,318.1,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Komatsu,'PC 650-1
HCECL,KOMA,'9550,3/31/2026,333.44,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Komatsu,'PC 650-1 Front Shovel
HCECL,KOMA,'9552,3/31/2026,334.05,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Komatsu,'PC 650-3
HCECL,KOMA,'9555,3/31/2026,418.68,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Komatsu,'PC 750-6
HCECL,KOMA,'9560,3/31/2026,499.44,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Komatsu,'PC 1000-1
HCECL,KOMA,'9565,3/31/2026,512.51,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Komatsu,'PC 1000 LC-1
HCECL,KOMA,'9575LC,3/31/2026,573.73,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Komatsu,'PC 1100 LC-6
HCECL,L-B,'5390,3/31/2026,41.58,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Link-Belt,'LS 1600
HCECL,L-B,'5395,3/31/2026,58,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Link-Belt,'LS 2650
HCECL,L-B,'5398,3/31/2026,76.98,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Link-Belt,'LS 2700C II
HCECL,L-B,'5399,3/31/2026,83.62,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Link-Belt,'2700 QUANTUM
HCECL,L-B,'5400,3/31/2026,68.18,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Link-Belt,'LS 2800
HCECL,L-B,'5402,3/31/2026,76.97,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Link-Belt,'LS 2800A
HCECL,L-B,'5404,3/31/2026,67.34,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Link-Belt,'LS 2800A PL
HCECL,L-B,'5405,3/31/2026,64.41,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Link-Belt,'LS 2800 PL
HCECL,L-B,'5410,3/31/2026,85.29,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Link-Belt,'LS 2800B
HCECL,L-B,'5475,3/31/2026,112.26,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Link-Belt,'LS 3400
HCECL,L-B,'5477,3/31/2026,118.76,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Link-Belt,'LS 3400C II
HCECL,L-B,'5660,3/31/2026,141.39,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Link-Belt,'LS 4300
HCECL,L-B,'5662,3/31/2026,155.86,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Link-Belt,'LS 4300C II
HCECL,L-B,'5750,3/31/2026,161.9,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Link-Belt,'LS 4800
HCECL,L-B,'5755,3/31/2026,147.66,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Link-Belt,'LS 4800 PL
HCECL,L-B,'5805,3/31/2026,190.22,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Link-Belt,'LS 5400
HCECL,L-B,'5810,3/31/2026,196.73,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Link-Belt,'LS 5800
HCECL,L-B,'5812,3/31/2026,207.08,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Link-Belt,'LS 5800A
HCECL,L-B,'5814,3/31/2026,215.95,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Link-Belt,'LS 5800C II
HCECL,L-B,'5820,3/31/2026,290.58,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Link-Belt,'LS 6400
HCECL,L-B,'5830,3/31/2026,294.74,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Link-Belt,'LS 7400
HCECL,L-B,'5840,3/31/2026,351.82,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Link-Belt,'LS 7400A
HCECL,M-F,'6245,3/31/2026,55.95,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Massey Ferguson,'MF 450D
HCECL,M-F,'6250,3/31/2026,60.78,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Massey Ferguson,'MF 450S
HCECL,MITS,'6290,3/31/2026,39.11,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Mitsubishi,'MS 090
HCECL,MITS,'6295,3/31/2026,75.01,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Mitsubishi,'MS 180-3
HCECL,MITS,'6296,3/31/2026,85.06,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Mitsubishi,'MS 180 LC-8
HCECL,MITS,'6300,3/31/2026,97.86,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Mitsubishi,'MS 230 LC-3
HCECL,MITS,'6305,3/31/2026,105.86,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Mitsubishi,'MS 240 LC-8
HCECL,MITS,'6310,3/31/2026,120.03,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Mitsubishi,'MS 280-2
HCECL,MITS,'6320,3/31/2026,167.47,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Mitsubishi,'MS 380-2
HCECL,MITS,'6330,3/31/2026,195.22,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Mitsubishi,'MS 450-8
HCECL,NW,'6335,3/31/2026,155.49,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Northwest,'35 DH
HCECL,NW,'6340,3/31/2026,167.59,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Northwest,'45 DH
HCECL,NW,'6345,3/31/2026,175.38,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Northwest,'55 DH
HCECL,NW,'6360,3/31/2026,308.41,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Northwest,'55 DH  Series II
HCECL,P&H,'6628,3/31/2026,73.16,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",P&H,'H 750
HCECL,P&H,'6630,3/31/2026,124.76,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",P&H,'H 1250
HCECL,P&H,'6635,3/31/2026,151.6,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",P&H,'H 1750
HCECL,P&H,'6645,3/31/2026,195.4,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",P&H,'H 2500
HCECL,P&H,'6650,3/31/2026,200.39,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",P&H,'HS 2500
HCECL,TAKU,'7686,3/31/2026,16.86,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Takeuchi,'TB 15
HCECL,TAKU,'7686A,3/31/2026,28.92,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Takeuchi,'TB 025
HCECL,TAKU,'7686E,3/31/2026,47.86,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Takeuchi,'TB 045
HCECL,TAKU,'7686H,3/31/2026,46.98,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Takeuchi,'TB 070
HCECL,TAKU,'7688,3/31/2026,13.61,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Takeuchi,'TB 10S
HCECL,TAKU,'7690,3/31/2026,27.43,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Takeuchi,'TB 35S
HCECL,TAKU,'7692,3/31/2026,38.58,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Takeuchi,'TB 68S
HCECL,TAKU,'7695,3/31/2026,19.08,0.17,0.85,"Hydraulic Cranes & Excavators, Crawler Mounted",Takeuchi,'TB 800
HCESP,B-E,'1670,3/31/2026,89.99,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",Bucyrus-Erie,'300C/SP
HCESP,B-E,'1672,3/31/2026,90.19,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",Bucyrus-Erie,'320C
HCESP,B-E,'1678,3/31/2026,90.54,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",Bucyrus-Erie,'360C
HCESP,BAGR,'1565,3/31/2026,120.04,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",Badger,'4425/30
HCESP,BAGR,'1570,3/31/2026,133.15,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",Badger,'4435
HCESP,BAGR,'1573,3/31/2026,134.68,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",Badger,'4435B
HCESP,BAGR,'1573C,3/31/2026,142.31,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",Badger,'4435C
HCESP,BAGR,'1574,3/31/2026,177.88,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",Badger,'4445
HCESP,BAGR,'1575,3/31/2026,140.23,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",Badger,'4450
HCESP,BAGR,'1577,3/31/2026,147.63,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",Badger,'4450B
HCESP,BAGR,'1579,3/31/2026,178.65,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",Badger,'4455
HCESP,CASE,'1685,3/31/2026,76.64,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",Case,"'40E E-Boom, Cruz Air"
HCESP,CASE,'1687,3/31/2026,76.87,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",Case,"'40E Y-Boom, Cruz Air"
HCESP,CASE,'1687H,3/31/2026,79.03,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",Case,"'40F E-Boom, Cruz Air"
HCESP,CASE,'1687K,3/31/2026,79.87,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",Case,"'40F Y-Boom, Cruz Air"
HCESP,CASE,'1688,3/31/2026,99.56,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",Case,"'45 E-Boom, Cruz Air"
HCESP,CASE,'1689,3/31/2026,104.6,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",Case,"'45 Y-Boom, Cruz Air"
HCESP,CASE,'1689H,3/31/2026,104.85,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",Case,"'45B E-Boom, Cruz Air"
HCESP,CASE,'1689K,3/31/2026,105.64,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",Case,"'45B Y-Boom, Cruz Air"
HCESP,CASE,'1690,3/31/2026,69.76,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",Case,'880R E-Boom
HCESP,CASE,'1695,3/31/2026,69.89,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",Case,'880R Y-Boom
HCESP,CASE,'1696E,3/31/2026,78.83,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",Case,"'1085 E-Boom, Cruz Air"
HCESP,CASE,'1696Y,3/31/2026,79.15,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",Case,"'1085 Y-Boom, Cruz Air"
HCESP,CASE,'1696Z,3/31/2026,88.93,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",Case,"'1085B Y-Boom, Cruz Air"
HCESP,CASE,'1697E,3/31/2026,100.88,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",Case,"'1285 E-Boom, Cruz Air"
HCESP,CASE,'1697Y,3/31/2026,101.04,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",Case,"'1285 Y-Boom, Cruz Air"
HCESP,CASE,'1698E,3/31/2026,40.83,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",Case,'3330 Low Profile
HCESP,CASE,'1698H,3/31/2026,41.08,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",Case,'3330B
HCESP,CAT,'1699,3/31/2026,54.11,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",Caterpillar,'206
HCESP,CAT,'1699E,3/31/2026,69.62,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",Caterpillar,'212
HCESP,CAT,'1699H,3/31/2026,75.25,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",Caterpillar,'214
HCESP,CAT,'1699J,3/31/2026,92.49,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",Caterpillar,'224
HCESP,GRAD,'0110,3/31/2026,115.88,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",Gradall,"'G 3WD, 4x4"
HCESP,GROV,'3820,3/31/2026,44.2,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",Grove,'24
HCESP,GROV,'3830,3/31/2026,73.07,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",Grove,'36
HCESP,GROV,'3850,3/31/2026,82.56,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",Grove,'68
HCESP,GROV,'3870,3/31/2026,97.17,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",Grove,'1012
HCESP,GROV,'3880,3/31/2026,128.79,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",Grove,'2535
HCESP,GROV,'4030,3/31/2026,76.86,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",Grove,'RT-48
HCESP,GROV,'4115,3/31/2026,77.15,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",Grove,'RT-49
HCESP,GROV,'4285,3/31/2026,78.45,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",Grove,'RT-58
HCESP,GROV,'4354,3/31/2026,91.57,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",Grove,'RT-418
HCESP,GROV,'4356,3/31/2026,91.57,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",Grove,'RT-420
HCESP,GROV,'4358,3/31/2026,91.57,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",Grove,'RT-422
HCESP,GROV,'4359,3/31/2026,126.5,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",Grove,'RT-500D
HCESP,GROV,'4360,3/31/2026,88.68,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",Grove,'RT-525
HCESP,GROV,'4362,3/31/2026,91.75,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",Grove,'RT-525B
HCESP,GROV,'4363,3/31/2026,110.37,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",Grove,'RT-525C
HCESP,GROV,'4365,3/31/2026,89.58,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",Grove,'RT-527.5
HCESP,GROV,'4370,3/31/2026,91.75,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",Grove,'RT-528B
HCESP,GROV,'4372,3/31/2026,110.89,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",Grove,'RT-528C
HCESP,GROV,'4520,3/31/2026,91.19,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",Grove,'RT-60
HCESP,GROV,'4540,3/31/2026,93.22,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",Grove,'RT-60S
HCESP,GROV,'4606,3/31/2026,88.41,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",Grove,'RT-515
HCESP,GROV,'4607,3/31/2026,90.45,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",Grove,'RT-518
HCESP,GROV,'4608,3/31/2026,92.06,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",Grove,'RT-520
HCESP,GROV,'4609,3/31/2026,91.26,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",Grove,'RT-522
HCESP,GROV,'4609G,3/31/2026,107.98,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",Grove,'RT-522C
HCESP,GROV,'4630,3/31/2026,98.88,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",Grove,'RT-625
HCESP,GROV,'4635,3/31/2026,98.88,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",Grove,'RT-630
HCESP,GROV,'4637,3/31/2026,104.42,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",Grove,'RT-630B
HCESP,GROV,'4640,3/31/2026,113.83,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",Grove,'RT-635
HCESP,GROV,'4700,3/31/2026,120.48,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",Grove,'RT-65 S
HCESP,GROV,'4710,3/31/2026,132.4,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",Grove,'RT-740
HCESP,GROV,'4715,3/31/2026,163.21,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",Grove,'RT-745
HCESP,GROV,'4720,3/31/2026,126.84,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",Grove,'RT-75 S
HCESP,GROV,'4725,3/31/2026,141.04,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",Grove,'RT-755
HCESP,GROV,'4727,3/31/2026,197.8,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",Grove,'RT-760
HCESP,GROV,'4730,3/31/2026,173.48,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",Grove,'RT-865
HCESP,GROV,'4732,3/31/2026,233.47,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",Grove,'RT-865B
HCESP,GROV,'4735,3/31/2026,213.32,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",Grove,'RT-875
HCESP,GROV,'4750,3/31/2026,206.15,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",Grove,'RT-980
HCESP,GROV,'4760,3/31/2026,235.57,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",Grove,'RT-990
HCESP,GROV,'4790,3/31/2026,292.69,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",Grove,'RT-9100
HCESP,KOMA,'9580,3/31/2026,123.36,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",Komatsu,'PW 210-1
HCESP,L-B,'5500,3/31/2026,87.46,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",Link-Belt,'HSP 15
HCESP,L-B,'5505,3/31/2026,87.46,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",Link-Belt,'HSP 18
HCESP,L-B,'5510,3/31/2026,93.81,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",Link-Belt,'HSP 20
HCESP,L-B,'5530,3/31/2026,95.3,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",Link-Belt,'HSP 22
HCESP,L-B,'5535,3/31/2026,100.51,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",Link-Belt,'HSP 25
HCESP,L-B,'5538,3/31/2026,98.18,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",Link-Belt,'HSP 8015
HCESP,L-B,'5538E,3/31/2026,98.18,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",Link-Belt,'HSP 8018
HCESP,L-B,'5538G,3/31/2026,120.42,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",Link-Belt,'HSP 8018XL
HCESP,L-B,'5538H,3/31/2026,88.12,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",Link-Belt,'HSP 8018C
HCESP,L-B,'5538P,3/31/2026,102.8,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",Link-Belt,'HSP 8025
HCESP,L-B,'5538PF,3/31/2026,103.17,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",Link-Belt,'HSP 8025 S
HCESP,L-B,'5538Q,3/31/2026,117.5,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",Link-Belt,'HSP 8030
HCESP,L-B,'5538R,3/31/2026,169.16,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",Link-Belt,'HSP 8035
HCESP,L-B,'5538S,3/31/2026,169.31,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",Link-Belt,'HSP 8040
HCESP,L-B,'5538T,3/31/2026,171.6,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",Link-Belt,'HSP 8050
HCESP,L-B,'5538V,3/31/2026,156.64,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",Link-Belt,'HSP 8055
HCESP,L-B,'5539,3/31/2026,186.16,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",Link-Belt,'HSP 8060
HCESP,LORN,'5730,3/31/2026,89.32,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",Lorain,'LRT 15H
HCESP,LORN,'5735,3/31/2026,90.61,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",Lorain,'LRT 15U
HCESP,LORN,'5740,3/31/2026,91.14,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",Lorain,'LRT 18U
HCESP,LORN,'5745,3/31/2026,132.08,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",Lorain,'LRT 35U
