Class,Make,Model,Expire_Date,Rental_Rate,Rw_Delay,Overtime,Class_Desc,Make_Desc,Model_Desc
HCESP,LORN,'5750,3/31/2026,133.21,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",Lorain,'LRT 40U
HCESP,LORN,'5755,3/31/2026,88.29,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",Lorain,'LRT 150
HCESP,LORN,'5756,3/31/2026,104,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",Lorain,'LRT 150D
HCESP,LORN,'5760,3/31/2026,88.22,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",Lorain,'LRT 180
HCESP,LORN,'5760D,3/31/2026,104,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",Lorain,'LRT 180D
HCESP,LORN,'5765,3/31/2026,87.92,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",Lorain,'LRT 200
HCESP,LORN,'5765D,3/31/2026,104.18,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",Lorain,'LRT 200D
HCESP,LORN,'5767,3/31/2026,90.66,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",Lorain,'LRT 220
HCESP,LORN,'5768,3/31/2026,94.14,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",Lorain,'LRT 230
HCESP,LORN,'5768D,3/31/2026,104.21,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",Lorain,'LRT 230D
HCESP,LORN,'5769,3/31/2026,94.17,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",Lorain,'LRT 250
HCESP,LORN,'5769D,3/31/2026,104.21,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",Lorain,'LRT 250D
HCESP,LORN,'5770,3/31/2026,94.17,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",Lorain,'LRT 275
HCESP,LORN,'5770D,3/31/2026,104.21,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",Lorain,'LRT 275D
HCESP,LORN,'5772,3/31/2026,123.59,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",Lorain,'LRT 330
HCESP,LORN,'5773,3/31/2026,140.58,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",Lorain,'LRT 400
HCESP,LORN,'5774,3/31/2026,143.93,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",Lorain,'LRT 450
HCESP,LORN,'5775,3/31/2026,147.18,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",Lorain,'LRT 500
HCESP,LORN,'5790,3/31/2026,152.8,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",Lorain,'LRT 550
HCESP,P&H,'5790,3/31/2026,83.15,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",P&H,'OMEGA 14
HCESP,P&H,'5792,3/31/2026,83.15,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",P&H,'OMEGA 15
HCESP,P&H,'5794,3/31/2026,83.61,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",P&H,'OMEGA 18
HCESP,P&H,'5795,3/31/2026,110.37,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",P&H,'OMEGA 25
HCESP,P&H,'5796,3/31/2026,84.33,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",P&H,'OMEGA 20
HCESP,P&H,'5796E,3/31/2026,87.27,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",P&H,'OMEGA 23
HCESP,P&H,'5796J,3/31/2026,112.96,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",P&H,'OMEGA 30
HCESP,P&H,'5796P,3/31/2026,113.99,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",P&H,'OMEGA 35
HCESP,P&H,'5797,3/31/2026,152.89,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",P&H,'OMEGA 40
HCESP,P&H,'5797E,3/31/2026,154.73,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",P&H,'OMEGA 45
HCESP,P&H,'5797J,3/31/2026,156.21,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",P&H,'OMEGA 50
HCESP,P&H,'5798,3/31/2026,163.76,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",P&H,'OMEGA 60
HCESP,P&H,'5799,3/31/2026,188.5,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",P&H,'OMEGA 65
HCESP,P&H,'5799C,3/31/2026,93.2,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",P&H,'OMEGA 114
HCESP,P&H,'5799G,3/31/2026,91.12,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",P&H,'OMEGA 114D
HCESP,P&H,'5799Q,3/31/2026,94.8,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",P&H,'OMEGA 118
HCESP,P&H,'5799S,3/31/2026,91.27,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",P&H,'OMEGA 118D
HCESP,P&H,'5799U,3/31/2026,96.56,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",P&H,'OMEGA 120
HCESP,P&H,'5799W,3/31/2026,92.03,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",P&H,'OMEGA 120D
HCESP,P&H,'5799X,3/31/2026,97.61,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",P&H,'OMEGA 122
HCESP,P&H,'5799Y,3/31/2026,92.64,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",P&H,'OMEGA 122D
HCESP,P&H,'5799Z,3/31/2026,98.01,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",P&H,'OMEGA 125
HCESP,P&H,'5799ZA,3/31/2026,96.52,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",P&H,'OMEGA 128
HCESP,P&H,'5890,3/31/2026,71.88,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",P&H,'R 150
HCESP,P&H,'5910,3/31/2026,71.35,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",P&H,'R 150-1
HCESP,P&H,'5975,3/31/2026,72.22,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",P&H,'R 180
HCESP,P&H,'6060,3/31/2026,72.56,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",P&H,'R 200
HCESP,P&H,'6062,3/31/2026,113.34,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",P&H,'OMEGA S-15
HCESP,P&H,'6063,3/31/2026,113.34,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",P&H,'OMEGA S-18
HCESP,P&H,'6064,3/31/2026,116.1,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",P&H,'OMEGA S-20
HCESP,P&H,'6064E,3/31/2026,161.9,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",P&H,'S-35
HCESP,PET,'6500,3/31/2026,77.51,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",Pettibone,'16 MK P Series
HCESP,PET,'6580,3/31/2026,78.18,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",Pettibone,'20 MK P Series
HCESP,PET,'6740,3/31/2026,74.4,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",Pettibone,'25
HCESP,PET,'6750,3/31/2026,79.01,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",Pettibone,'25 MK P Series
HCESP,PET,'6880,3/31/2026,80.1,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",Pettibone,'29 MK P Series
HCESP,PET,'6900,3/31/2026,74.4,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",Pettibone,'30
HCESP,PET,'6903,3/31/2026,81.16,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",Pettibone,'30 MK P Series
HCESP,PET,'6910,3/31/2026,115.64,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",Pettibone,"'30 SC, 30 SC P Series"
HCESP,PET,'6990,3/31/2026,121.4,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",Pettibone,'60 SC
HCESP,PET,'6995,3/31/2026,129.09,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",Pettibone,'60 SC P Series
HCESP,PET,'7100,3/31/2026,128.14,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",Pettibone,'70
HCESP,PET,'7165,3/31/2026,129.05,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",Pettibone,'70 SC
HCESP,PET,'7170,3/31/2026,135.69,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",Pettibone,'70 SC  P Series
HCESP,PET,'7250,3/31/2026,125.67,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",Pettibone,'80 MK P Series
HCESP,PET,'7260,3/31/2026,127.16,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",Pettibone,'80 SC P Series
HCESP,ROP,'8005,3/31/2026,48.84,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",R.O. Products,'MC 5A
HCESP,ROP,'8175,3/31/2026,77.06,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",R.O. Products,'MC 50B
HCESP,ROP,'8260,3/31/2026,78.46,0.13,0.89,"Hydraulic Cranes & Excavators, Self Propelled.",R.O. Products,'MC 50C
HCETD,B-E,'1360,3/31/2026,104.98,0.12,0.9,"Hydraulic Cranes & Excavators, Truck Mtd. W/ Carrier",Bucyrus-Erie,'25 XC
HCETD,B-E,'1370,3/31/2026,105.67,0.12,0.9,"Hydraulic Cranes & Excavators, Truck Mtd. W/ Carrier",Bucyrus-Erie,'30 XC
HCETD,B-E,'1475,3/31/2026,96.84,0.12,0.9,"Hydraulic Cranes & Excavators, Truck Mtd. W/ Carrier",Bucyrus-Erie,'40 C
HCETD,B-E,'1590,3/31/2026,168.72,0.12,0.9,"Hydraulic Cranes & Excavators, Truck Mtd. W/ Carrier",Bucyrus-Erie,'60 XC
HCETD,B-E,'1592,3/31/2026,145.67,0.12,0.9,"Hydraulic Cranes & Excavators, Truck Mtd. W/ Carrier",Bucyrus-Erie,'65 C
HCETD,B-E,'1600,3/31/2026,181.01,0.12,0.9,"Hydraulic Cranes & Excavators, Truck Mtd. W/ Carrier",Bucyrus-Erie,'90 XC
HCETD,BAGR,'0550,3/31/2026,71.76,0.12,0.9,"Hydraulic Cranes & Excavators, Truck Mtd. W/ Carrier",Badger,'300 Hydro-Scopic
HCETD,BAGR,'0555,3/31/2026,87.47,0.12,0.9,"Hydraulic Cranes & Excavators, Truck Mtd. W/ Carrier",Badger,'460 Hydro-Scopic
HCETD,BAGR,'0560,3/31/2026,132.51,0.12,0.9,"Hydraulic Cranes & Excavators, Truck Mtd. W/ Carrier",Badger,'666 Hydro-Scopic
HCETD,BAGR,'0600,3/31/2026,138.54,0.12,0.9,"Hydraulic Cranes & Excavators, Truck Mtd. W/ Carrier",Badger,'888 Hydro-Scopic
HCETD,BANT,'1285,3/31/2026,85.21,0.12,0.9,"Hydraulic Cranes & Excavators, Truck Mtd. W/ Carrier",Bantam,'T 744 Teleskoop
HCETD,BANT,'1310,3/31/2026,126.87,0.12,0.9,"Hydraulic Cranes & Excavators, Truck Mtd. W/ Carrier",Bantam,'T 888
HCETD,BANT,'1315,3/31/2026,149.01,0.12,0.9,"Hydraulic Cranes & Excavators, Truck Mtd. W/ Carrier",Bantam,'T 888B
HCETD,DVUT,'1900,3/31/2026,64.4,0.12,0.9,"Hydraulic Cranes & Excavators, Truck Mtd. W/ Carrier",Devault,'TK 15-10
HCETD,GRAD,'0120,3/31/2026,89.92,0.12,0.9,"Hydraulic Cranes & Excavators, Truck Mtd. W/ Carrier",Gradall,'G 3W
HCETD,GRAD,'0170,3/31/2026,86.6,0.12,0.9,"Hydraulic Cranes & Excavators, Truck Mtd. W/ Carrier",Gradall,'G 660
HCETD,GRAD,'0180,3/31/2026,113.73,0.12,0.9,"Hydraulic Cranes & Excavators, Truck Mtd. W/ Carrier",Gradall,'G 660B
HCETD,GRAD,'0190,3/31/2026,109.17,0.12,0.9,"Hydraulic Cranes & Excavators, Truck Mtd. W/ Carrier",Gradall,'G 660C
HCETD,GRAD,'0210,3/31/2026,77.34,0.12,0.9,"Hydraulic Cranes & Excavators, Truck Mtd. W/ Carrier",Gradall,'G 800
HCETD,GRAD,'0220,3/31/2026,122.57,0.12,0.9,"Hydraulic Cranes & Excavators, Truck Mtd. W/ Carrier",Gradall,'G 880B
HCETD,GRAD,'0230,3/31/2026,117.48,0.12,0.9,"Hydraulic Cranes & Excavators, Truck Mtd. W/ Carrier",Gradall,'G 880C
HCETD,GRAD,'0240,3/31/2026,126.82,0.12,0.9,"Hydraulic Cranes & Excavators, Truck Mtd. W/ Carrier",Gradall,'G 1000
HCETD,GROV,'2221,3/31/2026,133.97,0.12,0.9,"Hydraulic Cranes & Excavators, Truck Mtd. W/ Carrier",Grove,'TD 520
HCETD,GROV,'2223,3/31/2026,133.97,0.12,0.9,"Hydraulic Cranes & Excavators, Truck Mtd. W/ Carrier",Grove,'TD 522
HCETD,GROV,'2224,3/31/2026,134.93,0.12,0.9,"Hydraulic Cranes & Excavators, Truck Mtd. W/ Carrier",Grove,'TD 525
HCETD,GROV,'2850,3/31/2026,124.63,0.12,0.9,"Hydraulic Cranes & Excavators, Truck Mtd. W/ Carrier",Grove,'TMS 250
HCETD,GROV,'2860,3/31/2026,125.15,0.12,0.9,"Hydraulic Cranes & Excavators, Truck Mtd. W/ Carrier",Grove,'TMS 250A
HCETD,GROV,'2870,3/31/2026,125.15,0.12,0.9,"Hydraulic Cranes & Excavators, Truck Mtd. W/ Carrier",Grove,'TMS 250B
HCETD,GROV,'2875,3/31/2026,169.52,0.12,0.9,"Hydraulic Cranes & Excavators, Truck Mtd. W/ Carrier",Grove,'TMS 250C
HCETD,GROV,'2922,3/31/2026,148.68,0.12,0.9,"Hydraulic Cranes & Excavators, Truck Mtd. W/ Carrier",Grove,'TMS 300
HCETD,GROV,'2923,3/31/2026,167.39,0.12,0.9,"Hydraulic Cranes & Excavators, Truck Mtd. W/ Carrier",Grove,'TMS 300B
HCETD,GROV,'3180,3/31/2026,256.29,0.12,0.9,"Hydraulic Cranes & Excavators, Truck Mtd. W/ Carrier",Grove,'TMS 760
HCETD,GROV,'3378,3/31/2026,191.94,0.12,0.9,"Hydraulic Cranes & Excavators, Truck Mtd. W/ Carrier",Grove,'TMS 865
HCETD,GROV,'3380,3/31/2026,219.92,0.12,0.9,"Hydraulic Cranes & Excavators, Truck Mtd. W/ Carrier",Grove,'TM 875
HCETD,GROV,'3385,3/31/2026,220.8,0.12,0.9,"Hydraulic Cranes & Excavators, Truck Mtd. W/ Carrier",Grove,'TMS 875
HCETD,GROV,'3387,3/31/2026,232.28,0.12,0.9,"Hydraulic Cranes & Excavators, Truck Mtd. W/ Carrier",Grove,'TM 890
HCETD,GROV,'3390,3/31/2026,196.91,0.12,0.9,"Hydraulic Cranes & Excavators, Truck Mtd. W/ Carrier",Grove,'TM 1075
HCETD,HIAB,'3850,3/31/2026,59.88,0.12,0.9,"Hydraulic Cranes & Excavators, Truck Mtd. W/ Carrier",Hiab,'100 AW
HCETD,HIAB,'3852,3/31/2026,56.16,0.12,0.9,"Hydraulic Cranes & Excavators, Truck Mtd. W/ Carrier",Hiab,'1165
HCETD,HIAB,'3854,3/31/2026,54.55,0.12,0.9,"Hydraulic Cranes & Excavators, Truck Mtd. W/ Carrier",Hiab,'170 thru 174
HCETD,HIAB,'3855,3/31/2026,54.71,0.12,0.9,"Hydraulic Cranes & Excavators, Truck Mtd. W/ Carrier",Hiab,'175 thru 177
HCETD,HIAB,'3857,3/31/2026,58.09,0.12,0.9,"Hydraulic Cranes & Excavators, Truck Mtd. W/ Carrier",Hiab,"'550, 5501"
HCETD,HIAB,'3859,3/31/2026,59.1,0.12,0.9,"Hydraulic Cranes & Excavators, Truck Mtd. W/ Carrier",Hiab,'650
HCETD,KOEH,'4400,3/31/2026,87.05,0.12,0.9,"Hydraulic Cranes & Excavators, Truck Mtd. W/ Carrier",Koehring,'4460 Teleskoop
HCETD,KOEH,'4405,3/31/2026,88.34,0.12,0.9,"Hydraulic Cranes & Excavators, Truck Mtd. W/ Carrier",Koehring,'4465 Teleskoop
HCETD,KOEH,'4410,3/31/2026,102.43,0.12,0.9,"Hydraulic Cranes & Excavators, Truck Mtd. W/ Carrier",Koehring,'4470 Teleskoop
HCETD,KOEH,'4415,3/31/2026,103.71,0.12,0.9,"Hydraulic Cranes & Excavators, Truck Mtd. W/ Carrier",Koehring,'4475 Teleskoop
HCETD,L-B,'4505,3/31/2026,122.11,0.12,0.9,"Hydraulic Cranes & Excavators, Truck Mtd. W/ Carrier",Link-Belt,'HTC 14
HCETD,L-B,'4507,3/31/2026,122.11,0.12,0.9,"Hydraulic Cranes & Excavators, Truck Mtd. W/ Carrier",Link-Belt,'HTC 25
HCETD,L-B,'4509,3/31/2026,132.49,0.12,0.9,"Hydraulic Cranes & Excavators, Truck Mtd. W/ Carrier",Link-Belt,'HTC 35
HCETD,L-B,'4510,3/31/2026,177.31,0.12,0.9,"Hydraulic Cranes & Excavators, Truck Mtd. W/ Carrier",Link-Belt,'HTC 50
HCETD,L-B,'4520,3/31/2026,170.75,0.12,0.9,"Hydraulic Cranes & Excavators, Truck Mtd. W/ Carrier",Link-Belt,'HTC 50W
HCETD,L-B,'4530,3/31/2026,157.5,0.12,0.9,"Hydraulic Cranes & Excavators, Truck Mtd. W/ Carrier",Link-Belt,'HTC 814
HCETD,L-B,'4531,3/31/2026,162.83,0.12,0.9,"Hydraulic Cranes & Excavators, Truck Mtd. W/ Carrier",Link-Belt,'HTC 814XL
HCETD,L-B,'4532,3/31/2026,149.09,0.12,0.9,"Hydraulic Cranes & Excavators, Truck Mtd. W/ Carrier",Link-Belt,'HTC 822 S
HCETD,L-B,'4535,3/31/2026,140.78,0.12,0.9,"Hydraulic Cranes & Excavators, Truck Mtd. W/ Carrier",Link-Belt,'HTC 825
HCETD,L-B,'4536,3/31/2026,150.22,0.12,0.9,"Hydraulic Cranes & Excavators, Truck Mtd. W/ Carrier",Link-Belt,'HTC 825 S
HCETD,L-B,'4537,3/31/2026,159.56,0.12,0.9,"Hydraulic Cranes & Excavators, Truck Mtd. W/ Carrier",Link-Belt,'HTC 830
HCETD,L-B,'4539,3/31/2026,168.06,0.12,0.9,"Hydraulic Cranes & Excavators, Truck Mtd. W/ Carrier",Link-Belt,'HTC 835
HCETD,L-B,'4539C,3/31/2026,189.64,0.12,0.9,"Hydraulic Cranes & Excavators, Truck Mtd. W/ Carrier",Link-Belt,'HTC 835XL
HCETD,L-B,'4539E,3/31/2026,193.3,0.12,0.9,"Hydraulic Cranes & Excavators, Truck Mtd. W/ Carrier",Link-Belt,'HTC 840
HCETD,L-B,'4539G,3/31/2026,198.76,0.12,0.9,"Hydraulic Cranes & Excavators, Truck Mtd. W/ Carrier",Link-Belt,'HTC 850
HCETD,L-B,'4539H,3/31/2026,178.08,0.12,0.9,"Hydraulic Cranes & Excavators, Truck Mtd. W/ Carrier",Link-Belt,'HTC 855
HCETD,L-B,'4539J,3/31/2026,201.7,0.12,0.9,"Hydraulic Cranes & Excavators, Truck Mtd. W/ Carrier",Link-Belt,'HTC 860
HCETD,L-B,'4540,3/31/2026,191.43,0.12,0.9,"Hydraulic Cranes & Excavators, Truck Mtd. W/ Carrier",Link-Belt,'HTC 1040
HCETD,L-B,'4545,3/31/2026,193.25,0.12,0.9,"Hydraulic Cranes & Excavators, Truck Mtd. W/ Carrier",Link-Belt,'HTC 1050
HCETD,L-B,'4550,3/31/2026,182,0.12,0.9,"Hydraulic Cranes & Excavators, Truck Mtd. W/ Carrier",Link-Belt,'HTC 1055
HCETD,L-B,'4555,3/31/2026,198.2,0.12,0.9,"Hydraulic Cranes & Excavators, Truck Mtd. W/ Carrier",Link-Belt,'HTC 1060
HCETD,L-B,'4600,3/31/2026,349.4,0.12,0.9,"Hydraulic Cranes & Excavators, Truck Mtd. W/ Carrier",Link-Belt,'HTC 11100
HCETD,LORN,'4942,3/31/2026,143.28,0.12,0.9,"Hydraulic Cranes & Excavators, Truck Mtd. W/ Carrier",Lorain,'MCH 140
HCETD,LORN,'4946,3/31/2026,135.54,0.12,0.9,"Hydraulic Cranes & Excavators, Truck Mtd. W/ Carrier",Lorain,'MCH 150
HCETD,LORN,'4947,3/31/2026,135.54,0.12,0.9,"Hydraulic Cranes & Excavators, Truck Mtd. W/ Carrier",Lorain,'MCH 180
HCETD,LORN,'4953,3/31/2026,156.72,0.12,0.9,"Hydraulic Cranes & Excavators, Truck Mtd. W/ Carrier",Lorain,'MCH 300
HCETD,LORN,'4955,3/31/2026,122.96,0.12,0.9,"Hydraulic Cranes & Excavators, Truck Mtd. W/ Carrier",Lorain,'MCH 350
HCETD,LORN,'4957,3/31/2026,170.64,0.12,0.9,"Hydraulic Cranes & Excavators, Truck Mtd. W/ Carrier",Lorain,'MCH 400
HCETD,LORN,'4960,3/31/2026,132.74,0.12,0.9,"Hydraulic Cranes & Excavators, Truck Mtd. W/ Carrier",Lorain,'MCH 500
HCETD,MANX,'4980,3/31/2026,63.26,0.12,0.9,"Hydraulic Cranes & Excavators, Truck Mtd. W/ Carrier",Manitex,'1161
HCETD,MANX,'4985,3/31/2026,104.07,0.12,0.9,"Hydraulic Cranes & Excavators, Truck Mtd. W/ Carrier",Manitex,'1770
HCETD,MANX,'4990,3/31/2026,107,0.12,0.9,"Hydraulic Cranes & Excavators, Truck Mtd. W/ Carrier",Manitex,'2284
HCETD,MANX,'4995,3/31/2026,109.05,0.12,0.9,"Hydraulic Cranes & Excavators, Truck Mtd. W/ Carrier",Manitex,'2592
HCETD,NATL,'4983,3/31/2026,59.14,0.12,0.9,"Hydraulic Cranes & Excavators, Truck Mtd. W/ Carrier",National,"'Ser 4/400, 11.3 m (37') boom"
HCETD,NATL,'4984,3/31/2026,59.36,0.12,0.9,"Hydraulic Cranes & Excavators, Truck Mtd. W/ Carrier",National,"'Ser 4/400, 14.0 m (46') boom"
HCETD,NATL,'4985,3/31/2026,59.54,0.12,0.9,"Hydraulic Cranes & Excavators, Truck Mtd. W/ Carrier",National,"'Ser 4/400, 16.8 m (55') boom"
HCETD,NATL,'4986,3/31/2026,65.11,0.12,0.9,"Hydraulic Cranes & Excavators, Truck Mtd. W/ Carrier",National,"'Ser 5/500A/B, 14.3 m (47') boom"
HCETD,NATL,'4987,3/31/2026,65.76,0.12,0.9,"Hydraulic Cranes & Excavators, Truck Mtd. W/ Carrier",National,"'Ser 5/500A/B, 17.1 m (56') boom"
HCETD,NATL,'4989,3/31/2026,64.71,0.12,0.9,"Hydraulic Cranes & Excavators, Truck Mtd. W/ Carrier",National,"'Ser 6/600, 14.3 m (47') boom"
HCETD,NATL,'4990,3/31/2026,65.09,0.12,0.9,"Hydraulic Cranes & Excavators, Truck Mtd. W/ Carrier",National,"'Ser 6/600, 17.1 m (56') boom"
HCETD,NATL,'4995,3/31/2026,65.64,0.12,0.9,"Hydraulic Cranes & Excavators, Truck Mtd. W/ Carrier",National,'856
HCETD,NATL,'4996,3/31/2026,64.77,0.12,0.9,"Hydraulic Cranes & Excavators, Truck Mtd. W/ Carrier",National,'856B
HCETD,NATL,'4997,3/31/2026,66.43,0.12,0.9,"Hydraulic Cranes & Excavators, Truck Mtd. W/ Carrier",National,'875
HCETD,NATL,'4998,3/31/2026,67.96,0.12,0.9,"Hydraulic Cranes & Excavators, Truck Mtd. W/ Carrier",National,'875B
HCETD,NATL,'4999,3/31/2026,61.33,0.12,0.9,"Hydraulic Cranes & Excavators, Truck Mtd. W/ Carrier",National,'Series 85
HCETD,P&H,'5000,3/31/2026,316.03,0.12,0.9,"Hydraulic Cranes & Excavators, Truck Mtd. W/ Carrier",P&H,'ALPHA 100 ton
HCETD,P&H,'5005,3/31/2026,178.35,0.12,0.9,"Hydraulic Cranes & Excavators, Truck Mtd. W/ Carrier",P&H,'CN T-280
HCETD,P&H,'5290,3/31/2026,133.54,0.12,0.9,"Hydraulic Cranes & Excavators, Truck Mtd. W/ Carrier",P&H,'T-150
HCETD,P&H,'5380,3/31/2026,134,0.12,0.9,"Hydraulic Cranes & Excavators, Truck Mtd. W/ Carrier",P&H,'T-180
HCETD,P&H,'5470,3/31/2026,134.57,0.12,0.9,"Hydraulic Cranes & Excavators, Truck Mtd. W/ Carrier",P&H,'T-200
HCETD,P&H,'5560,3/31/2026,156.08,0.12,0.9,"Hydraulic Cranes & Excavators, Truck Mtd. W/ Carrier",P&H,'T-250
HCETD,P&H,'5561,3/31/2026,180.86,0.12,0.9,"Hydraulic Cranes & Excavators, Truck Mtd. W/ Carrier",P&H,'CN T-250
HCETD,P&H,'5570,3/31/2026,146.57,0.12,0.9,"Hydraulic Cranes & Excavators, Truck Mtd. W/ Carrier",P&H,'OMEGA T-250
HCETD,P&H,'5580,3/31/2026,150.09,0.12,0.9,"Hydraulic Cranes & Excavators, Truck Mtd. W/ Carrier",P&H,'OMEGA T-300
HCETD,P&H,'5585,3/31/2026,151.39,0.12,0.9,"Hydraulic Cranes & Excavators, Truck Mtd. W/ Carrier",P&H,'OMEGA T-350
HCETD,P&H,'5665,3/31/2026,144.99,0.12,0.9,"Hydraulic Cranes & Excavators, Truck Mtd. W/ Carrier",P&H,'T-300A
HCETD,P&H,'5666M,3/31/2026,174.9,0.12,0.9,"Hydraulic Cranes & Excavators, Truck Mtd. W/ Carrier",P&H,'OMEGA T-400
HCETD,P&H,'5669,3/31/2026,176.72,0.12,0.9,"Hydraulic Cranes & Excavators, Truck Mtd. W/ Carrier",P&H,'OMEGA T-450
HCETD,P&H,'5670,3/31/2026,208.16,0.12,0.9,"Hydraulic Cranes & Excavators, Truck Mtd. W/ Carrier",P&H,'T-600 XL
HCETD,P&H,'5680,3/31/2026,176.71,0.12,0.9,"Hydraulic Cranes & Excavators, Truck Mtd. W/ Carrier",P&H,'OMEGA T-500
HCETD,P&H,'5745,3/31/2026,241.97,0.12,0.9,"Hydraulic Cranes & Excavators, Truck Mtd. W/ Carrier",P&H,'OMEGA T-650
HCETD,P&H,'5780,3/31/2026,164.34,0.12,0.9,"Hydraulic Cranes & Excavators, Truck Mtd. W/ Carrier",P&H,'T-750
HCETD,PIT,'6670,3/31/2026,54.96,0.12,0.9,"Hydraulic Cranes & Excavators, Truck Mtd. W/ Carrier",Pitman,'Hydralift HL 40 thru 95
HCETD,PIT,'6675,3/31/2026,58.95,0.12,0.9,"Hydraulic Cranes & Excavators, Truck Mtd. W/ Carrier",Pitman,'Hydralift HL 100 thru 170
HCETD,PIT,'6685,3/31/2026,64.31,0.12,0.9,"Hydraulic Cranes & Excavators, Truck Mtd. W/ Carrier",Pitman,'HL 857
HCETD,PIT,'6695,3/31/2026,66.79,0.12,0.9,"Hydraulic Cranes & Excavators, Truck Mtd. W/ Carrier",Pitman,"'HL 1200, 1545-T2 or 1580"
HCETD,PIT,'6697,3/31/2026,68.66,0.12,0.9,"Hydraulic Cranes & Excavators, Truck Mtd. W/ Carrier",Pitman,'POLECAT
HCETD,PIT,'6699,3/31/2026,71.73,0.12,0.9,"Hydraulic Cranes & Excavators, Truck Mtd. W/ Carrier",Pitman,'PELICAN
HCETD,ROP,'6860,3/31/2026,55.99,0.12,0.9,"Hydraulic Cranes & Excavators, Truck Mtd. W/ Carrier",R.O. Products,'TC-40
